종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2021
263720,디앤씨미디어 ,39250,-850,-2.12,890,44.1,4239,9.26,0,0,,
263750,펄어비스 ,129400,-2300,-1.75,1655,78.19,9739,13.29,0,0,,
263770,유에스티 ,4380,-40,-0.9,205,21.37,2161,2.03,0,0,,
263800,데이타솔루션 ,6760,-310,-4.38,32,211.25,1666,4.06,0,0,,
263810,상신전자 ,4210,-50,-1.17,145,29.03,2537,1.66,0,0,,
263860,지니언스 ,9440,-60,-0.63,394,23.96,3698,2.55,0,0,,
263920,휴온스블러썸 ,4555,0,0,,,2269,2.01,0,0,,
264450,유비쿼스 ,23400,-550,-2.3,1572,14.89,9963,2.35,320,1.37,,
264660,씨앤지하이테크 ,13000,-100,-0.76,1186,10.96,8660,1.5,350,2.69,,
264850,이랜시스 ,2950,-10,-0.34,123,23.98,1000,2.95,40,1.36,,
264900,크라운제과 ,9760,-80,-0.81,1247,7.83,11481,0.85,250,2.56,,
265520,AP시스템 ,23900,-350,-1.44,1736,13.77,9041,2.64,120,0.5,,
265560,영화테크 ,17650,250,1.44,42,420.24,4679,3.77,50,0.28,,
265740,엔에프씨 ,13500,-150,-1.1,112,120.54,5496,2.46,100,0.74,,
267250,현대중공업지주 ,57100,-200,-0.35,,,88804,0.64,3700,6.48,,
267260,현대일렉트릭 ,24450,200,0.82,,,18841,1.3,0,0,,
267270,현대건설기계 ,40100,400,1.01,,,61841,0.65,0,0,,
267290,경동도시가스 ,22700,-300,-1.3,3224,7.04,60459,0.38,875,3.85,,
267320,나인테크 ,3055,-40,-1.29,,,721,4.24,0,0,,
267790,배럴 ,8790,-20,-0.23,,,5086,1.73,0,0,,
267850,아시아나IDT ,17700,0,0,,,11734,1.51,0,0,,
267980,매일유업 ,69700,0,0,7498,9.3,56113,1.24,800,1.15,,
268280,미원에스씨 ,210500,-1000,-0.47,6769,31.1,51194,4.11,1700,0.81,,
268600,셀리버리 ,43950,-2100,-4.56,,,2283,19.25,0,0,,
269620,시스웍 ,1125,5,0.45,32,35.16,793,1.42,0,0,,
270520,지엔원에너지 ,3180,110,3.58,,,971,3.27,0,0,,
270660,에브리봇 ,23500,0,0,,,3245,7.24,0,0,,
270870,뉴트리 ,22150,-1200,-5.14,2168,10.22,7732,2.86,250,1.13,,
271560,오리온 ,105000,-1000,-0.94,6769,15.51,46286,2.27,750,0.71,,
271940,일진하이솔루스 ,62200,-1900,-2.96,536,116.04,1832,33.95,0,0,,
271980,제일약품 ,30800,100,0.33,473,65.12,11724,2.63,70,0.23,,
272110,케이엔제이 ,15650,-650,-3.99,,,3451,4.53,0,0,,
272210,한화시스템 ,15600,-200,-1.27,760,20.53,8376,1.86,230,1.47,,
272290,이녹스첨단소재 ,39850,-800,-1.97,1352,29.47,10365,3.84,0,0,,
272450,진에어 ,18200,-150,-0.82,,,2106,8.64,0,0,,
272550,삼양패키징 ,23250,-150,-0.64,2273,10.23,21657,1.07,1000,4.3,,
273060,와이즈버즈 ,1810,15,0.84,,,766,2.36,0,0,,
273640,와이엠텍 ,43100,900,2.13,814,52.95,5361,8.04,0,0,,
274090,켄코아에어로스페이스 ,13200,100,0.76,,,3496,3.78,0,0,,
275630,에스에스알 ,6140,-100,-1.6,,,3993,1.54,0,0,,
276730,제주맥주 ,2670,-60,-2.2,,,716,3.73,0,0,,
277070,린드먼아시아 ,5780,260,4.71,377,15.33,3618,1.6,38,0.66,,
277410,인산가 ,2200,-20,-0.9,177,12.43,1301,1.69,50,2.27,,
277810,레인보우로보틱스 ,19150,-250,-1.29,,,502,38.15,0,0,,
277880,티에스아이 ,10750,-150,-1.38,,,2002,5.37,0,0,,
278280,천보 ,346100,-2000,-0.57,2742,126.22,22425,15.43,300,0.09,,
278650,노터스 ,27700,500,1.84,1114,24.87,7040,3.93,150,0.54,,
279600,미디어젠 ,15800,0,0,,,3745,4.22,0,0,,
280360,롯데제과 ,119000,-500,-0.42,6392,18.62,185045,0.64,1600,1.34,,
281740,레이크머티리얼즈 ,4575,-145,-3.07,31,147.58,614,7.45,0,0,,
281820,케이씨텍 ,24000,-900,-3.61,2118,11.33,16672,1.44,220,0.92,,
282330,BGF리테일 ,151500,-2000,-1.3,7103,21.33,40317,3.76,2400,1.58,,
282690,동아타이어 ,12900,-100,-0.77,971,13.29,26714,0.48,800,6.2,,
282880,코윈테크 ,29400,-550,-1.84,276,106.52,10497,2.8,200,0.68,,
284620,카이노스메드 ,2675,-5,-0.19,,,118,22.67,0,0,,
284740,쿠쿠홈시스 ,39800,-100,-0.25,3323,11.98,22342,1.78,600,1.51,,
285130,SK케미칼 ,146000,-500,-0.34,12958,11.27,48163,3.03,2000,1.37,,
285490,노바텍 ,39600,-1000,-2.46,2497,15.86,7086,5.59,300,0.76,,
286750,나노브릭 ,7360,-120,-1.6,,,1550,4.75,0,0,,
286940,롯데정보통신 ,39900,-100,-0.25,1975,20.2,26847,1.49,700,1.75,,
287410,제이시스메디칼 ,6330,-90,-1.4,,,1814,3.49,0,0,,
288330,브릿지바이오테라퓨틱스 ,12000,0,0,,,3088,3.89,0,0,,
288620,에스퓨얼셀 ,30950,50,0.16,282,109.75,9859,3.14,100,0.32,,
289010,아이스크림에듀 ,7040,-10,-0.14,58,121.38,5699,1.24,50,0.71,,
289080,SV인베스트먼트 ,3180,-10,-0.31,167,19.04,1137,2.8,50,1.57,,
289220,자이언트스텝 ,135200,1700,1.27,,,1806,74.86,0,0,,
290090,트윔 ,36050,50,0.14,486,74.18,7657,4.71,0,0,,
290120,대유에이피 ,6020,-80,-1.31,530,11.36,4593,1.31,200,3.32,,
290270,휴네시온 ,6190,-180,-2.83,353,17.54,2763,2.24,40,0.65,,
290380,대유 ,6280,-140,-2.18,368,17.07,4858,1.29,0,0,,
290510,코리아센터 ,7400,230,3.21,460,16.09,2979,2.48,0,0,,
290520,신도기연 ,16400,-250,-1.5,,,7881,2.08,0,0,,
290550,디케이티 ,13350,-350,-2.55,658,20.29,4088,3.27,0,0,,
290650,엘앤씨바이오 ,33650,50,0.15,494,68.12,2642,12.74,50,0.15,,
290660,네오펙트 ,3095,85,2.82,,,794,3.9,0,0,,
290670,대보마그네틱 ,32400,-350,-1.07,,,6127,5.29,0,0,,
290690,소룩스 ,10700,-250,-2.28,671,15.95,5272,2.03,50,0.47,,
290720,푸드나무 ,30550,-1300,-4.08,935,32.67,8267,3.7,300,0.98,,
290740,액트로 ,8240,-160,-1.9,208,39.62,7419,1.11,200,2.43,,
291230,엔피 ,17100,1200,7.55,,,,,0,0,,
291650,압타머사이언스 ,17800,200,1.14,,,3942,4.52,0,0,,
293480,하나제약 ,19700,0,0,864,22.8,13083,1.51,510,2.59,,
293490,카카오게임즈 ,101100,4800,4.98,1388,72.84,13529,7.47,0,0,,
293580,나우IB ,9810,-30,-0.3,807,12.16,8094,1.21,150,1.53,,
293780,압타바이오 ,39250,700,1.82,,,3250,12.08,0,0,,
294090,이오플로우 ,51200,500,0.99,,,2206,23.21,0,0,,
294140,레몬 ,5470,-130,-2.32,368,14.86,1744,3.14,0,0,,
294570,쿠콘 ,81800,4500,5.82,2280,35.88,8013,10.21,0,0,,
294630,서남 ,3420,0,0,,,594,5.76,0,0,,
294870,HDC현대산업개발 ,23100,-250,-1.07,3622,6.38,41620,0.56,600,2.6,,
297090,씨에스베어링 ,18400,-150,-0.81,601,30.62,5372,3.43,0,0,,
297570,알로이스 ,6690,70,1.06,200,33.45,1145,5.84,0,0,,
297890,HB솔루션 ,19550,1250,6.83,,,5127,3.81,0,0,,
298000,효성화학 ,273500,8500,3.21,,,126125,2.17,0,0,,
298020,효성티앤씨 ,523000,-8000,-1.51,31698,16.5,138867,3.77,5000,0.96,,
298040,효성중공업 ,65700,0,0,,,94759,0.69,0,0,,
298050,효성첨단소재 ,635000,-20000,-3.05,18,35277.78,69831,9.09,0,0,,
298060,에스씨엠생명과학 ,15350,-900,-5.54,,,5312,2.89,0,0,,
298380,에이비엘바이오 ,20400,-350,-1.69,,,1960,10.41,0,0,,
298540,더네이쳐홀딩스 ,31250,-1700,-5.16,3035,10.3,11321,2.76,400,1.28,,
298690,에어부산 ,2375,-15,-0.63,,,1051,2.26,0,0,,
299030,하나기술 ,53600,-1000,-1.83,,,7360,7.28,0,0,,
299170,더블유에스아이 ,2400,15,0.63,,,851,2.82,0,0,,
299660,셀리드 ,53500,1000,1.9,,,4877,10.97,0,0,,
299900,위지윅스튜디오 ,43000,2000,4.88,,,1890,22.75,0,0,,
299910,베스파 ,7520,-460,-5.76,,,4051,1.86,0,0,,
300080,플리토 ,29500,-1200,-3.91,,,3776,7.81,0,0,,
300120,라온피플 ,19400,1250,6.89,,,5470,3.55,100,0.52,,
300720,한일시멘트 ,21500,-400,-1.83,1832,11.74,18779,1.14,510,2.37,,
301300,바이브컴퍼니 ,57600,1400,2.49,,,5894,9.77,0,0,,
302430,이노메트리 ,14350,-100,-0.69,,,4880,2.94,0,0,,
302440,SK바이오사이언스 ,255000,6500,2.62,537,474.86,4310,59.16,0,0,,
302550,리메드 ,27050,400,1.5,,,4071,6.64,0,0,,
303030,지니틱스 ,2730,30,1.11,,,849,3.22,0,0,,
303530,이노뎁 ,29200,-600,-2.01,1006,29.03,3566,8.19,0,0,,
304100,솔트룩스 ,14800,150,1.02,59,250.85,5733,2.58,0,0,,
304840,피플바이오 ,15750,0,0,,,786,20.04,0,0,,
305090,마이크로디지탈 ,18050,1050,6.18,,,1052,17.16,0,0,,
306040,에스제이그룹 ,22350,250,1.13,1590,14.06,8367,2.67,140,0.63,,
306200,세아제강 ,98400,-200,-0.2,11713,8.4,209869,0.47,2500,2.54,,
306620,네온테크 ,4440,70,1.6,,,764,5.81,0,0,,
307180,아이엘사이언스 ,5500,200,3.77,,,419,13.13,0,0,,
307280,원바이오젠 ,2015,-35,-1.71,,,1803,1.12,0,0,,
307750,국전약품 ,10800,100,0.93,,,797,13.55,0,0,,
307870,비투엔 ,3800,135,3.68,,,,,0,0,,
307930,컴퍼니케이 ,8260,40,0.49,632,13.07,3747,2.2,190,2.3,,
307950,현대오토에버 ,114000,0,0,2809,40.58,26430,4.31,750,0.66,,
308080,바이젠셀 ,33600,-1250,-3.59,,,,,0,0,,
308100,까스텔바작 ,11700,-150,-1.27,727,16.09,12351,0.95,0,0,,
308170,센트랄모텍 ,24000,-900,-3.61,809,29.67,12170,1.97,0,0,,
309930,오하임아이엔티 ,4940,-150,-2.95,11,449.09,1053,4.69,0,0,,
310200,애니플러스 ,6050,650,12.04,,,603,10.03,0,0,,
310870,한국제8호스팩 ,3430,235,7.36,,,,,0,0,,
311320,지오엘리먼트 ,31850,-1150,-3.48,534,59.64,4642,6.86,0,0,,
311390,네오크레마 ,16200,-100,-0.61,192,84.38,5422,2.99,0,0,,
311690,천랩 ,41250,-700,-1.67,,,8859,4.66,0,0,,
312610,에이에프더블류 ,6670,90,1.37,81,82.35,3635,1.83,0,0,,
313750,유안타제4호스팩 ,2035,0,0,,,,,0,0,,
313760,윌링스 ,18000,-2750,-13.25,66,272.73,7447,2.42,80,0.44,,
314130,지놈앤컴퍼니 ,35900,-1800,-4.77,,,8060,4.45,0,0,,
314930,바이오다인 ,30000,1450,5.08,,,1363,22.01,0,0,,
315640,딥노이드 ,47150,4850,11.47,,,,,0,0,,
316140,우리금융지주 ,13500,0,0,1742,7.75,31918,0.42,360,2.67,,
317120,라닉스 ,10450,600,6.09,,,1790,5.84,0,0,,
317240,TS트릴리온 ,928,-2,-0.22,,,409,2.27,10,1.08,,
317320,한화에스비아이스팩 ,2035,0,0,,,,,0,0,,
317330,덕산테코피아 ,31050,-2000,-6.05,695,44.68,8556,3.63,0,0,,
317400,자이에스앤디 ,8980,-200,-2.18,727,12.35,5653,1.59,150,1.67,,
317530,캐리소프트 ,13950,-500,-3.46,,,1990,7.01,0,0,,
317690,퀀타매트릭스 ,11150,50,0.45,,,3917,2.85,0,0,,
317770,슈프리마아이디 ,15750,-200,-1.25,261,60.34,13176,1.2,0,0,,
317830,에스피시스템스 ,5900,100,1.72,40,147.5,3769,1.57,0,0,,
317850,대모 ,5150,-130,-2.46,40,128.75,5206,0.99,40,0.78,,
317870,엔바이오니아 ,11700,-550,-4.49,,,2644,4.43,0,0,,
318000,한국바이오젠 ,9110,-240,-2.57,387,23.54,3451,2.64,75,0.82,,
318010,팜스빌 ,10250,50,0.49,367,27.93,7019,1.46,100,0.98,,
318020,포인트모바일 ,17950,650,3.76,,,4046,4.44,0,0,,
318410,비비씨 ,14800,50,0.34,1831,8.08,12300,1.2,0,0,,
319400,현대무벡스 ,3025,-10,-0.33,14,216.07,1956,1.55,0,0,,
319660,피에스케이 ,46950,-550,-1.16,1570,29.9,14723,3.19,300,0.64,,
320000,윈텍 ,2660,20,0.76,,,1104,2.41,0,0,,
321260,프로이천 ,3010,185,6.55,,,,,0,0,,
321550,티움바이오 ,18950,-200,-1.04,,,3469,5.46,0,0,,
321820,와이더플래닛 ,19650,300,1.55,,,,,0,0,,
322000,현대에너지솔루션 ,20800,-200,-0.95,556,37.41,29352,0.71,200,0.96,,
322180,티라유텍 ,10900,-50,-0.46,,,4792,2.27,0,0,,
322310,오로스테크놀로지 ,30500,1850,6.46,154,198.05,2740,11.13,0,0,,
322510,제이엘케이 ,5940,-40,-0.67,,,2032,2.92,0,0,,
322780,코퍼스코리아 ,3480,175,5.3,71,49.01,1112,3.13,10,0.29,,
323210,이베스트이안스팩1호 ,2050,0,0,,,,,0,0,,
323230,엠에프엠코리아 ,1455,-60,-3.96,,,1294,1.12,0,0,,
323280,신영스팩5호 ,2050,-20,-0.97,,,,,0,0,,
323410,카카오뱅크 ,67900,3200,4.95,309,219.74,6861,9.9,0,0,,
323940,케이비제18호스팩 ,2045,0,0,,,,,0,0,,
323990,박셀바이오 ,55400,-1100,-1.95,,,2304,24.05,0,0,,
326030,SK바이오팜 ,97800,-1700,-1.71,,,4840,20.21,0,0,,
327260,RF머트리얼즈 ,27850,1250,4.7,,,8113,3.43,0,0,,
328380,미래에셋대우스팩3호 ,2065,0,0,,,,,0,0,,
329180,현대중공업 ,114000,1500,1.33,,,75746,1.51,0,0,,
329560,상상인이안제2호스팩 ,2065,15,0.73,,,,,0,0,,
330350,위더스제약 ,9990,80,0.81,141,70.85,5829,1.71,48,0.48,,
330860,네패스아크 ,46050,-1500,-3.15,,,13343,3.45,0,0,,
330990,케이비제19호스팩 ,2080,0,0,,,,,0,0,,
331380,포커스에이치엔에스 ,2720,-10,-0.37,,,,,0,0,,
331520,교보9호스팩 ,2155,10,0.47,,,,,0,0,,
331920,셀레믹스 ,13400,-700,-4.96,,,3622,3.7,0,0,,
332290,대신밸런스제7호스팩 ,2400,0,0,,,,,0,0,,
332370,아이디피 ,7780,10,0.13,279,27.89,5609,1.39,80,1.03,,
332570,와이팜 ,8410,-340,-3.89,199,42.26,2609,3.22,100,1.19,,
332710,하나금융14호스팩 ,2120,10,0.47,,,,,0,0,,
333050,신한제6호스팩 ,2070,-5,-0.24,,,,,0,0,,
333430,일승 ,2510,15,0.6,,,,,0,0,,
333620,엔시스 ,20800,-900,-4.15,446,46.64,1706,12.19,0,0,,
334970,프레스티지바이오로직스 ,10800,-400,-3.57,,,,,0,0,,
335810,프리시젼바이오 ,11050,50,0.45,,,3310,3.34,0,0,,
335870,IBKS제12호스팩 ,2160,0,0,,,,,0,0,,
335890,비올 ,1975,-25,-1.25,,,360,5.49,0,0,,
336060,유안타제5호스팩 ,2535,0,0,,,,,0,0,,
336260,두산퓨얼셀 ,49650,-1050,-2.07,203,244.58,6262,7.93,0,0,,
336370,솔루스첨단소재 ,104000,500,0.48,,,7377,14.1,10,0.01,,
336570,대신밸런스제8호스팩 ,2675,0,0,,,,,0,0,,
337450,SK5호스팩 ,2085,-5,-0.24,,,,,0,0,,
337930,브랜드엑스코퍼레이션 ,9360,-160,-1.68,278,33.67,2202,4.25,110,1.18,,
338220,뷰노 ,18450,-450,-2.38,,,,,0,0,,
339770,교촌에프앤비 ,17450,150,0.87,1107,15.76,6145,2.84,200,1.15,,
339950,아이비김영 ,4505,-185,-3.94,,,649,6.94,0,0,,
340120,하이제5호스팩 ,2350,50,2.17,,,,,0,0,,
340350,SK6호스팩 ,2090,0,0,,,,,0,0,,
340360,다보링크 ,2485,-160,-6.05,,,,,0,0,,
340440,한화플러스제1호스팩 ,3025,70,2.37,,,,,0,0,,
340570,티앤엘 ,41950,-700,-1.64,1509,27.8,8853,4.74,400,0.95,,
340930,유일에너테크 ,18300,300,1.67,542,33.76,2302,7.95,0,0,,
341160,하나금융15호스팩 ,2140,0,0,,,,,0,0,,
342550,케이비제20호스팩 ,2095,-5,-0.24,,,,,0,0,,
343510,하나금융16호스팩 ,2180,5,0.23,,,,,0,0,,
344050,신영스팩6호 ,2105,-15,-0.71,,,,,0,0,,
344820,KCC글라스 ,57200,100,0.18,14761,3.88,82644,0.69,2100,3.67,,
347000,센코 ,17450,-100,-0.57,166,105.12,3989,4.37,0,0,,
347140,케이프이에스제4호 ,2105,-5,-0.24,,,,,0,0,,
347700,라이프시맨틱스 ,9300,-30,-0.32,,,250,37.2,0,0,,
347740,피엔케이피부임상연구센타 ,18600,-400,-2.11,1040,17.88,7414,2.51,0,0,,
347770,핌스 ,26800,-350,-1.29,789,33.97,6573,4.08,0,0,,
347860,알체라 ,38700,2450,6.76,,,2070,18.7,0,0,,
347890,엠투아이 ,8840,0,0,631,14.01,3553,2.49,500,5.66,,
348030,모비릭스 ,22450,1350,6.4,1098,20.45,4719,4.76,0,0,,
348150,고바이오랩 ,20950,0,0,,,3569,5.87,0,0,,
348210,넥스틴 ,52000,-500,-0.95,1738,29.92,4844,10.73,0,0,,
348350,위드텍 ,19550,0,0,1011,19.34,8679,2.25,0,0,,
348370,엔켐 ,114100,-200,-0.17,59,1933.9,9337,12.22,0,0,,
349720,이베스트스팩5호 ,2105,5,0.24,,,,,0,0,,
351320,IBKS제14호스팩 ,5090,-250,-4.68,,,,,0,0,,
351330,이삭엔지니어링 ,13100,-300,-2.24,770,17.01,2917,4.49,0,0,,
351340,IBKS제13호스팩 ,2125,-5,-0.23,,,,,0,0,,
352480,씨앤씨인터내셔널 ,19100,-250,-1.29,1301,14.68,5395,3.54,392,2.05,,
352700,씨앤투스성진 ,27150,6250,29.9,4959,5.47,9332,2.91,0,0,,
352770,클리노믹스 ,11550,-150,-1.28,,,2998,3.85,0,0,,
352820,하이브 ,385500,-500,-0.13,2956,130.41,33218,11.61,0,0,,
352910,오비고 ,18200,600,3.41,,,25,728,0,0,,
352940,인바이오 ,7720,-50,-0.64,,,3664,2.11,0,0,,
353060,에이치엠씨제5호스팩 ,2105,-5,-0.24,,,,,0,0,,
353070,에이치엠씨제4호스팩 ,2095,-5,-0.24,,,,,0,0,,
353190,휴럼 ,1775,-40,-2.2,,,,,0,0,,
353200,대덕전자 ,21500,0,0,,,12381,1.74,300,1.4,,
353490,미래에셋대우스팩 5호 ,2100,-10,-0.47,,,,,0,0,,
353810,이지바이오 ,4750,-60,-1.25,2476,1.92,996,4.77,75,1.58,,
354200,엔젠바이오 ,13900,-700,-4.79,,,3393,4.1,0,0,,
355150,교보10호스팩 ,2135,0,0,,,,,0,0,,
356860,티엘비 ,38500,-1000,-2.53,2912,13.22,14445,2.67,0,0,,
356890,싸이버원 ,12000,950,8.6,607,19.77,3225,3.72,0,0,,
357230,에이치피오 ,15350,150,0.99,1070,14.35,3626,4.23,0,0,,
357550,석경에이티 ,19750,650,3.4,229,86.24,3807,5.19,0,0,,
357580,아모센스 ,17800,-50,-0.28,,,1471,12.1,0,0,,
357780,솔브레인 ,282500,8700,3.18,8144,34.69,63664,4.44,1950,0.69,,
357880,비트나인 ,19150,-250,-1.29,,,,,0,0,,
359090,엔에이치스팩17호 ,2495,20,0.81,,,,,0,0,,
361390,제노코 ,127400,-10800,-7.81,873,145.93,4232,30.1,0,0,,
361570,알비더블유 ,40750,300,0.74,665,61.28,4224,9.65,0,0,,
361610,SK아이이테크놀로지 ,157000,-2500,-1.57,1521,103.22,19258,8.15,0,0,,
361670,삼영에스앤씨 ,13500,50,0.37,359,37.6,3269,4.13,0,0,,
363250,진시스템 ,11450,200,1.78,,,2305,4.97,0,0,,
363260,하나금융17호스팩 ,2810,0,0,,,,,0,0,,
363280,티와이홀딩스 ,25000,100,0.4,10193,2.45,28162,0.89,0,0,,
365270,큐라클 ,24400,-500,-2.01,,,594,41.08,0,0,,
365590,엔에이치스팩18호 ,2545,0,0,,,,,0,0,,
366330,신한제7호스팩 ,2070,0,0,,,,,0,0,,
367000,플래티어 ,27100,500,1.88,697,38.88,1314,20.62,0,0,,
367340,DB금융스팩8호 ,2115,-5,-0.24,,,,,0,0,,
367360,DB금융스팩9호 ,2105,-5,-0.24,,,,,0,0,,
367460,유안타제7호스팩 ,2190,10,0.46,,,,,0,0,,
367480,유안타제8호스팩 ,2125,5,0.24,,,,,0,0,,
368770,한국9호스팩 ,3215,125,4.05,,,,,0,0,,
369370,대신밸런스제9호스팩 ,5890,-90,-1.51,,,,,0,0,,
372290,하나머스트7호스팩 ,2145,-5,-0.23,,,,,0,0,,
372800,아이티아이즈 ,33350,-250,-0.74,790,42.22,1513,22.04,0,0,,
372910,한컴라이프케어 ,8050,-80,-0.98,1967,4.09,1920,4.19,0,0,,
373200,IBKS제15호스팩 ,2630,50,1.94,,,,,0,0,,
373340,유진스팩6호 ,2300,0,0,,,,,0,0,,
375500,DL이앤씨 ,119000,-1000,-0.83,,,,,0,0,,
376180,피코그램 ,16350,600,3.81,1048,15.6,5541,2.95,191,1.17,,
376190,엘비루셈 ,10750,-250,-2.27,830,12.95,5577,1.93,0,0,,
376290,씨유테크 ,7510,150,2.04,757,9.92,4459,1.68,228,3.04,,
376300,디어유 ,77200,-2800,-3.5,,,,,0,0,,
376980,원티드랩 ,36250,-1400,-3.72,,,,,0,0,,
377030,맥스트 ,72100,900,1.26,,,597,120.77,0,0,,
377220,프롬바이오 ,11850,300,2.6,,,1991,5.95,0,0,,
377300,카카오페이 ,216500,33500,18.31,,,1640,132.01,0,0,,
377400,하이제6호스팩 ,2140,35,1.66,,,,,0,0,,
377450,리파인 ,16600,-400,-2.35,1236,13.43,2772,5.99,0,0,,
377480,마인즈랩 ,34850,-2650,-7.07,,,,,0,0,,
377630,삼성스팩4호 ,4705,5,0.11,,,,,0,0,,
378850,화승알앤에이 ,5650,10,0.18,,,,,0,0,,
380320,삼성머스트스팩5호 ,3690,0,0,,,,,0,0,,
380440,엔에이치스팩19호 ,2095,10,0.48,,,,,0,0,,
381970,케이카 ,36050,1350,3.89,602,59.88,4268,8.45,0,0,,
382480,지아이텍 ,25450,-450,-1.74,805,31.61,3412,7.46,0,0,,
382800,지앤비에스엔지니어링 ,13350,50,0.38,902,14.8,3679,3.63,0,0,,
382840,원준 ,100800,-600,-0.59,1103,91.39,6370,15.82,0,0,,
383220,F&F ,865000,-28000,-3.14,,,,,0,0,,
383310,에코프로에이치엔 ,95500,5300,5.88,,,,,0,0,,
383800,LX홀딩스 ,9180,-190,-2.03,,,,,0,0,,
386580,한화플러스제2호스팩 ,2575,-55,-2.09,,,,,0,0,,
387310,대신밸런스제10호스팩 ,2260,60,2.73,,,,,0,0,,
388220,하나금융19호스팩 ,2100,0,0,,,,,0,0,,
388790,IBKS제16호스팩 ,2175,-10,-0.46,,,,,0,0,,
388800,유진스팩7호 ,2155,10,0.47,,,,,0,0,,
389030,지니너스 ,14300,750,5.54,,,,,0,0,,
391060,엔에이치스팩20호 ,2070,0,0,,,,,0,0,,
391710,엔에이치스팩21호 ,2115,0,0,,,,,0,0,,
393360,신한제8호스팩 ,2095,5,0.24,,,,,0,0,,
00088K,한화3우B ,16750,-200,-1.18,,,,,750,4.48,,
00104K,CJ4우(전환) ,75400,-1900,-2.46,,,,,2000,2.65,,
00279K,아모레G3우(전환) ,36100,-450,-1.23,,,,,751,2.08,,
00499K,롯데지주우 ,49000,-150,-0.31,,,,,1050,2.14,,
00680K,미래에셋증권2우B ,4920,-15,-0.3,,,,,200,4.07,,
00781K,코리아써키트2우B ,9810,250,2.62,,,,,0,0,,
00806K,대덕1우 ,10500,-350,-3.23,,,,,305,2.9,,
02826K,삼성물산우B ,107500,-2000,-1.83,,,,,2350,2.19,,
03473K,SK우 ,227000,500,0.22,,,,,7050,3.11,,
08537M,루트로닉3우C ,21850,-550,-2.46,,,,,0,0,,
18064K,한진칼우 ,34500,-200,-0.58,,,,,0,0,,
26490K,크라운제과우 ,13200,-200,-1.49,,,,,252,1.91,,
28513K,SK케미칼우 ,80400,-600,-0.74,,,,,2050,2.55,,
33626K,두산퓨얼셀1우 ,15050,0,0,,,,,0,0,,
33626L,두산퓨얼셀2우B ,18900,-150,-0.79,,,,,0,0,,
33637K,솔루스첨단소재1우 ,27200,100,0.37,,,,,11,0.04,,
33637L,솔루스첨단소재2우B ,32350,100,0.31,,,,,12,0.04,,
35320K,대덕전자1우 ,14350,-150,-1.03,,,,,305,2.13,,
36328K,티와이홀딩스우 ,22100,0,0,,,,,0,0,,
37550K,DL이앤씨우 ,71500,-900,-1.24,,,,,0,0,,
38380K,LX홀딩스1우 ,13950,-450,-3.13,,,,,0,0,,
