종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2021
25000,KPX케미칼 ,54700,0,0,13307,4.11,108169,0.51,2750,5.03,,
25320,시노펙스 ,2930,-65,-2.17,,,1028,2.85,0,0,,
25440,대성엘텍 ,931,-21,-2.21,,,390,2.39,0,0,,
25530,SJM홀딩스 ,3525,-55,-1.54,221,15.95,9852,0.36,100,2.84,,
25540,한국단자 ,72200,-2300,-3.09,5585,12.93,73375,0.98,700,0.97,,
25550,한국선재 ,4525,-85,-1.84,78,58.01,3619,1.25,0,0,,
25560,미래산업 ,13250,-150,-1.12,,,17191,0.77,0,0,,
25620,제이준코스메틱 ,966,-16,-1.63,,,1201,0.8,0,0,,
25750,한솔홈데코 ,1720,-15,-0.86,7,245.71,1918,0.9,0,0,,
25770,한국정보통신 ,9520,40,0.42,291,32.71,5517,1.73,0,0,,
25820,이구산업 ,3660,-30,-0.81,57,64.21,3058,1.2,30,0.82,,
25860,남해화학 ,11000,-450,-3.93,522,21.07,9117,1.21,80,0.73,,
25870,신라에스지 ,11550,-450,-3.75,,,3608,3.2,0,0,,
25880,케이씨피드 ,2800,-50,-1.75,72,38.89,3172,0.88,20,0.71,,
25890,한국주강 ,6990,290,4.33,,,2654,2.63,0,0,,
25900,동화기업 ,104300,-1100,-1.04,1306,79.86,27492,3.79,0,0,,
25950,동신건설 ,31950,100,0.31,,,10157,3.15,150,0.47,,
25980,아난티 ,10600,50,0.47,,,4009,2.64,0,0,,
26040,제이에스티나 ,3815,-10,-0.26,,,1874,2.04,0,0,,
26150,특수건설 ,9630,-220,-2.23,152,63.36,5715,1.69,0,0,,
26890,디피씨 ,17450,150,0.87,523,33.37,4283,4.07,90,0.52,,
26910,광진실업 ,4350,-100,-2.25,,,3881,1.12,0,0,,
26940,부국철강 ,4175,-70,-1.65,40,104.38,5663,0.74,75,1.8,,
26960,동서 ,34100,-1500,-4.21,1186,28.75,13861,2.46,700,2.05,,
27040,서울전자통신 ,753,-7,-0.92,,,1588,0.47,0,0,,
27050,코리아나 ,4025,15,0.37,,,1963,2.05,0,0,,
27360,아주IB투자 ,4080,-130,-3.09,429,9.51,1763,2.31,50,1.23,,
27410,BGF ,5800,10,0.17,285,20.35,15781,0.37,110,1.9,,
27580,상보 ,1850,-40,-2.12,69,26.81,721,2.57,0,0,,
27710,팜스토리 ,2405,-30,-1.23,245,9.82,1850,1.3,50,2.08,,
27740,마니커 ,1640,-10,-0.61,,,1572,1.04,0,0,,
27830,대성창투 ,2925,0,0,33,88.64,1282,2.28,0,0,,
27970,세하 ,1700,-45,-2.58,322,5.28,1525,1.11,0,0,,
28050,삼성엔지니어링 ,22450,-950,-4.06,1249,17.97,8167,2.75,0,0,,
28080,휴맥스홀딩스 ,4585,310,7.25,,,10309,0.44,0,0,,
28100,동아지질 ,16450,100,0.61,181,90.88,16656,0.99,75,0.46,,
28260,삼성물산 ,113000,-2000,-1.74,6278,18,160189,0.71,2300,2.04,,
28300,에이치엘비 ,38650,50,0.13,,,4533,8.53,0,0,,
28670,팬오션 ,5510,-30,-0.54,173,31.85,5250,1.05,50,0.91,,
29460,케이씨 ,22150,-200,-0.89,3851,5.75,43711,0.51,300,1.35,,
29480,릭스솔루션 ,1660,0,0,,,304,5.46,0,0,,
29530,신도리코 ,32950,-50,-0.15,,,84179,0.39,0,0,,
29780,삼성카드 ,33850,-250,-0.73,3737,9.06,61450,0.55,1800,5.32,,
29960,코엔텍 ,8870,10,0.11,513,17.29,3028,2.93,510,5.75,,
30000,제일기획 ,23250,-900,-3.73,1554,14.96,8758,2.65,840,3.61,,
30190,NICE평가정보 ,18700,-300,-1.58,789,23.7,4263,4.39,275,1.47,,
30200,KT ,31050,150,0.49,2684,11.57,53661,0.58,1350,4.35,,
30210,KTB투자증권 ,6400,70,1.11,1162,5.51,8631,0.74,150,2.34,,
30350,드래곤플라이 ,4615,725,18.64,,,319,14.47,0,0,,
30520,한글과컴퓨터 ,31050,-400,-1.27,1539,20.18,10878,2.85,0,0,,
30530,원익홀딩스 ,4915,-115,-2.29,1051,4.68,11095,0.44,0,0,,
30610,교보증권 ,8910,-30,-0.34,2091,4.26,19540,0.46,450,5.05,,
30720,동원수산 ,9610,-80,-0.83,,,10314,0.93,0,0,,
30790,비케이탑스 ,2905,-165,-5.37,,,1763,1.65,0,0,,
30960,양지사 ,9830,10,0.1,8787,1.12,11820,0.83,50,0.51,,
31310,아이즈비전 ,4170,-95,-2.23,819,5.09,6777,0.62,0,0,,
31330,에스에이엠티 ,4635,-35,-0.75,440,10.53,2546,1.82,150,3.24,,
31430,신세계인터내셔날 ,150000,-1000,-0.66,7131,21.03,89514,1.68,1100,0.73,,
31440,신세계푸드 ,81900,-1300,-1.56,,,73152,1.12,750,0.92,,
31510,오스템 ,2505,-125,-4.75,88,28.47,4145,0.6,30,1.2,,
31820,콤텍시스템 ,956,-14,-1.44,,,1163,0.82,0,0,,
31860,엔에스엔 ,1200,10,0.84,,,977,1.23,0,0,,
31980,피에스케이홀딩스 ,12400,-500,-3.88,3075,4.03,9160,1.35,200,1.61,,
32080,아즈텍WB ,3545,-140,-3.8,173,20.49,4589,0.77,50,1.41,,
32190,다우데이타 ,14900,200,1.36,2510,5.94,19566,0.76,250,1.68,,
32280,삼일 ,2345,5,0.21,,,3709,0.63,30,1.28,,
32300,한국파마 ,47050,-650,-1.36,324,145.22,4264,11.03,50,0.11,,
32350,롯데관광개발 ,17650,-300,-1.67,,,3313,5.33,0,0,,
32500,케이엠더블유 ,42000,350,0.84,669,62.78,6127,6.85,0,0,,
32540,TJ미디어 ,5060,50,1,,,5509,0.92,0,0,,
32560,황금에스티 ,8690,-170,-1.92,1048,8.29,17074,0.51,100,1.15,,
32580,피델릭스 ,1495,35,2.4,,,1138,1.31,0,0,,
32620,유비케어 ,7730,-160,-2.03,123,62.85,2041,3.79,50,0.65,,
32640,LG유플러스 ,13800,-150,-1.08,1095,12.6,16891,0.82,450,3.26,,
32680,소프트센 ,2315,-65,-2.73,,,1024,2.26,0,0,,
32685,소프트센우 ,28100,-400,-1.4,,,,,0,0,,
32750,삼진 ,10100,120,1.2,1102,9.17,13587,0.74,200,1.98,,
32790,엠젠플러스 ,4075,0,0,,,1038,3.93,0,0,,
32800,판타지오 ,107,0,0,,,55,1.95,0,0,,
32820,우리기술 ,1835,-20,-1.08,,,404,4.54,0,0,,
32830,삼성생명 ,65100,-900,-1.36,7049,9.24,209474,0.31,2500,3.84,,
32850,비트컴퓨터 ,8930,-130,-1.43,394,22.66,3288,2.72,61,0.68,,
32860,휴먼엔 ,4850,335,7.42,,,350,13.86,0,0,,
32940,원익 ,4290,-50,-1.15,4368,0.98,10289,0.42,0,0,,
32960,동일기연 ,14800,-550,-3.58,245,60.41,15117,0.98,45,0.3,,
32980,바이온 ,1065,-10,-0.93,,,617,1.73,0,0,,
33050,제이엠아이 ,1150,5,0.44,,,1123,1.02,0,0,,
33100,제룡전기 ,5290,-90,-1.67,219,24.16,3659,1.45,50,0.95,,
33130,디지틀조선 ,3010,-25,-0.82,49,61.43,2118,1.42,20,0.66,,
33160,엠케이전자 ,20250,-350,-1.7,1325,15.28,16151,1.25,140,0.69,,
33170,시그네틱스 ,1825,-65,-3.44,,,1241,1.47,0,0,,
33180,KH 필룩스 ,2865,-25,-0.87,,,2768,1.04,0,0,,
33200,모아텍 ,6960,-10,-0.14,,,5047,1.38,0,0,,
33230,인성정보 ,3245,-30,-0.92,,,1578,2.06,0,0,,
33240,자화전자 ,19850,350,1.79,,,15221,1.3,0,0,,
33250,체시스 ,1350,-20,-1.46,,,954,1.42,0,0,,
33270,유나이티드제약 ,47900,100,0.21,1794,26.7,17045,2.81,350,0.73,,
33290,코웰패션 ,7830,-100,-1.26,697,11.23,3233,2.42,120,1.53,,
33310,엠투엔 ,11200,450,4.19,,,2196,5.1,0,0,,
33320,제이씨현시스템 ,7110,170,2.45,553,12.86,5021,1.42,70,0.98,,
33340,좋은사람들 ,1055,0,0,,,1736,0.61,0,0,,
33500,동성화인텍 ,10800,-50,-0.46,808,13.37,3993,2.7,350,3.24,,
33530,세종공업 ,10050,-50,-0.5,,,13953,0.72,50,0.5,,
33540,파라텍 ,2585,-10,-0.39,212,12.19,1488,1.74,0,0,,
33560,블루콤 ,9870,30,0.3,,,9149,1.08,0,0,,
33640,네패스 ,34400,-700,-1.99,,,9023,3.81,0,0,,
33780,KT&G ,84500,-200,-0.24,9320,9.07,65822,1.28,4800,5.68,,
33790,스카이문스테크놀로지 ,829,0,0,,,1126,0.74,0,0,,
33830,티비씨 ,1095,-15,-1.35,40,27.38,1133,0.97,10,0.91,,
33920,무학 ,8530,-270,-3.07,485,17.59,18412,0.46,0,0,,
34020,두산중공업 ,23300,-700,-2.92,,,8511,2.74,0,0,,
34120,SBS ,44300,-300,-0.67,,,28014,1.58,0,0,,
34220,LG디스플레이 ,21450,-800,-3.6,,,31863,0.67,0,0,,
34230,파라다이스 ,14850,-250,-1.66,,,12583,1.18,0,0,,
34300,신세계건설 ,33450,-550,-1.62,3058,10.94,50598,0.66,800,2.39,,
34310,NICE ,16700,-200,-1.18,447,37.36,18634,0.9,270,1.62,,
34590,인천도시가스 ,28200,50,0.18,2762,10.21,43813,0.64,1250,4.43,,
34730,SK ,263500,3000,1.15,3544,74.35,245819,1.07,7000,2.66,,
34810,해성산업 ,14200,-250,-1.73,25207,0.56,32729,0.43,175,1.23,,
34830,한국토지신탁 ,2495,-15,-0.6,364,6.85,3641,0.69,90,3.61,,
34940,조아제약 ,3690,-15,-0.4,,,1882,1.96,0,0,,
34950,한국기업평가 ,81300,-100,-0.12,4474,18.17,20617,3.94,2907,3.58,,
35000,지투알 ,6920,-10,-0.14,558,12.4,8771,0.79,300,4.34,,
35080,인터파크 ,5870,180,3.16,,,3675,1.6,20,0.34,,
35150,백산 ,8390,150,1.82,,,5010,1.67,100,1.19,,
35200,프럼파스트 ,7530,-400,-5.04,171,44.04,3601,2.09,50,0.66,,
35250,강원랜드 ,24250,-450,-1.82,,,15177,1.6,0,0,,
35290,골드앤에스 ,1305,0,0,,,438,2.98,0,0,,
35420,NAVER ,397000,2000,0.51,6877,57.73,44850,8.85,402,0.1,,
35460,기산텔레콤 ,2720,-85,-3.03,3,906.67,2200,1.24,0,0,,
35510,신세계 I&C ,187500,-3500,-1.83,52485,3.57,122866,1.53,2500,1.33,,
35600,KG이니시스 ,17350,-100,-0.57,1594,10.88,11032,1.57,350,2.02,,
35610,솔본 ,5580,-210,-3.63,64,87.19,5071,1.1,0,0,,
35620,바른손이앤에이 ,1550,20,1.31,,,1049,1.48,0,0,,
35720,카카오 ,128000,3500,2.81,369,346.88,14286,8.96,30,0.02,,
35760,CJ ENM ,149700,-11200,-6.96,2870,52.16,156746,0.96,1600,1.07,,
35810,이지홀딩스 ,4035,-45,-1.1,1634,2.47,8129,0.5,50,1.24,,
35890,서희건설 ,1675,-35,-2.05,632,2.65,2260,0.74,40,2.39,,
35900,JYP Ent. ,49900,-700,-1.38,892,55.94,5146,9.7,154,0.31,,
36000,예림당 ,2305,-135,-5.53,,,5564,0.41,0,0,,
36010,아비코전자 ,10250,-200,-1.91,,,7513,1.36,70,0.68,,
36030,케이티알파 ,8230,390,4.97,,,5430,1.52,0,0,,
36090,위지트 ,1730,110,6.79,93,18.6,1006,1.72,0,0,,
36120,SCI평가정보 ,3485,80,2.35,179,19.47,718,4.85,35,1,,
36170,클라우드에어 ,1545,-35,-2.22,,,1868,0.83,0,0,,
36180,지더블유바이텍 ,2030,-80,-3.79,,,447,4.54,0,0,,
36190,금화피에스시 ,33650,-300,-0.88,5034,6.68,42823,0.79,1300,3.86,,
36200,유니셈 ,13800,-200,-1.43,715,19.3,4799,2.88,80,0.58,,
36420,제이콘텐트리 ,57500,-600,-1.03,,,11841,4.86,0,0,,
36460,한국가스공사 ,38000,-250,-0.65,,,81040,0.47,0,0,,
36480,대성미생물 ,14750,-200,-1.34,400,36.88,9556,1.54,85,0.58,,
36490,SK머티리얼즈 ,413000,3000,0.73,13940,29.63,41447,9.96,4000,0.97,,
36530,SNT홀딩스 ,17450,-50,-0.29,2533,6.89,52339,0.33,650,3.72,,
36540,SFA반도체 ,6850,-170,-2.42,102,67.16,2023,3.39,0,0,,
36560,영풍정밀 ,9480,50,0.53,847,11.19,17868,0.53,350,3.69,,
36570,엔씨소프트 ,700000,-10000,-1.41,28504,24.56,143098,4.89,8550,1.22,,
36580,팜스코 ,5990,0,0,355,16.87,8074,0.74,100,1.67,,
36620,감성코퍼레이션 ,2220,-80,-3.48,,,342,6.49,0,0,,
36630,세종텔레콤 ,647,2,0.31,30,21.57,588,1.1,0,0,,
36640,HRS ,7720,-160,-2.03,571,13.52,4964,1.56,150,1.94,,
36670,KCI ,9130,20,0.22,987,9.25,6617,1.38,200,2.19,,
36690,코맥스 ,5150,-250,-4.63,164,31.4,4649,1.11,50,0.97,,
36710,심텍홀딩스 ,4260,5,0.12,611,6.97,3371,1.26,30,0.7,,
36800,나이스정보통신 ,29950,-350,-1.16,1441,20.78,24022,1.25,460,1.54,,
36810,에프에스티 ,24100,-600,-2.43,1026,23.49,6473,3.72,100,0.41,,
36830,솔브레인홀딩스 ,39250,-250,-0.63,106557,0.37,49397,0.79,0,0,,
36890,진성티이씨 ,10800,100,0.93,759,14.23,6655,1.62,200,1.85,,
36930,주성엔지니어링 ,16750,0,0,,,4713,3.55,0,0,,
37030,파워넷 ,5800,-140,-2.36,15,386.67,4519,1.28,0,0,,
37070,파세코 ,21600,-500,-2.26,1014,21.3,6183,3.49,300,1.39,,
37230,한국팩키지 ,4530,65,1.46,93,48.71,1796,2.52,35,0.77,,
37270,YG PLUS ,8800,90,1.03,,,1487,5.92,0,0,,
37330,인지디스플레 ,2980,-35,-1.16,374,7.97,4090,0.73,100,3.36,,
37350,성도이엔지 ,5470,-30,-0.55,6074,0.9,14797,0.37,200,3.66,,
37370,EG ,14350,500,3.61,,,6155,2.33,0,0,,
37400,우리조명 ,2915,-20,-0.68,256,11.39,3133,0.93,0,0,,
37440,희림 ,6940,-230,-3.21,389,17.84,4034,1.72,150,2.16,,
37460,삼지전자 ,12550,-350,-2.71,1745,7.19,13466,0.93,300,2.39,,
37560,LG헬로비전 ,6050,-80,-1.31,,,8149,0.74,75,1.24,,
37710,광주신세계 ,178500,-500,-0.28,27120,6.58,436417,0.41,3500,1.96,,
37760,쎄니트 ,2110,5,0.24,269,7.84,2250,0.94,30,1.42,,
37950,엘컴텍 ,1340,-45,-3.25,,,710,1.89,0,0,,
38010,제일테크노스 ,10050,-250,-2.43,,,7994,1.26,30,0.3,,
38060,루멘스 ,1030,25,2.49,,,1993,0.52,0,0,,
38070,서린바이오 ,20600,-500,-2.37,614,33.55,7235,2.85,100,0.49,,
38110,에코플라스틱 ,3040,-40,-1.3,,,3667,0.83,30,0.99,,
38290,마크로젠 ,27400,-550,-1.97,9002,3.04,18637,1.47,300,1.09,,
38340,UCI ,445,0,0,,,703,0.63,0,0,,
38390,레드캡투어 ,20600,-400,-1.9,1369,15.05,19629,1.05,600,2.91,,
38460,바이오스마트 ,5050,-10,-0.2,,,4818,1.05,0,0,,
38500,삼표시멘트 ,4690,-80,-1.68,128,36.64,5988,0.78,75,1.6,,
38530,골드퍼시픽 ,1330,-40,-2.92,,,902,1.47,0,0,,
38540,상상인 ,8010,-30,-0.37,1134,7.06,10581,0.76,0,0,,
38620,위즈코프 ,3050,-90,-2.87,53,57.55,771,3.96,20,0.66,,
38680,에스넷 ,7050,-40,-0.56,249,28.31,4568,1.54,80,1.13,,
38870,에코바이오 ,7860,-50,-0.63,467,16.83,5751,1.37,0,0,,
38880,아이에이 ,1115,-20,-1.76,47,23.72,321,3.47,0,0,,
38950,파인디지털 ,6350,-140,-2.16,755,8.41,8808,0.72,100,1.57,,
39010,현대에이치티 ,8810,-30,-0.34,1126,7.82,9993,0.88,350,3.97,,
39020,이건홀딩스 ,5500,-250,-4.35,,,6491,0.85,70,1.27,,
39030,이오테크닉스 ,110000,-1500,-1.35,1744,63.07,32818,3.35,300,0.27,,
39130,하나투어 ,71100,-700,-0.97,,,9688,7.34,0,0,,
39200,오스코텍 ,28650,-950,-3.21,,,1750,16.37,0,0,,
39240,경남스틸 ,3770,-45,-1.18,119,31.68,3520,1.07,100,2.65,,
39290,인포뱅크 ,14900,1050,7.58,175,85.14,6171,2.41,10,0.07,,
39310,세중 ,3305,-20,-0.6,29,113.97,4506,0.73,0,0,,
39340,한국경제TV ,7330,10,0.14,860,8.52,6009,1.22,130,1.77,,
39420,케이엘넷 ,4280,110,2.64,200,21.4,1629,2.63,60,1.4,,
39440,에스티아이 ,18100,350,1.97,726,24.93,10934,1.66,150,0.83,,
39490,키움증권 ,105500,500,0.48,30319,3.48,111919,0.94,3000,2.84,,
39560,다산네트웍스 ,7970,-170,-2.09,,,4478,1.78,0,0,,
39570,HDC아이콘트롤스 ,12000,0,0,1012,11.86,9958,1.21,400,3.33,,
39610,화성밸브 ,5820,-40,-0.68,119,48.91,7175,0.81,0,0,,
39670,스포츠서울 ,7360,0,0,537,13.71,673,10.94,0,0,,
39740,한국정보공학 ,4895,-95,-1.9,,,4544,1.08,0,0,,
39830,오로라 ,9770,-60,-0.61,781,12.51,10226,0.96,100,1.02,,
39840,디오 ,34550,-200,-0.58,759,45.52,10330,3.34,0,0,,
39860,나노엔텍 ,7300,-120,-1.62,103,70.87,1698,4.3,0,0,,
39980,리노스 ,1230,-5,-0.4,,,1596,0.77,0,0,,
40160,누리플렉스 ,9340,120,1.3,252,37.06,5774,1.62,0,0,,
40300,YTN ,3070,-10,-0.32,186,16.51,4521,0.68,30,0.98,,
40350,큐로컴 ,1250,-10,-0.79,,,442,2.83,0,0,,
40420,정상제이엘에스 ,8090,-10,-0.12,449,18.02,4088,1.98,430,5.32,,
40610,SG&G ,2265,-65,-2.79,787,2.88,8110,0.28,0,0,,
40910,아이씨디 ,12700,-450,-3.42,2005,6.33,9999,1.27,350,2.76,,
41020,폴라리스오피스 ,2765,40,1.47,,,883,3.13,0,0,,
41140,넥슨지티 ,15000,-200,-1.32,115,130.43,3157,4.75,0,0,,
41190,우리기술투자 ,10100,320,3.27,372,27.15,1340,7.54,0,0,,
41440,현대에버다임 ,5580,-20,-0.36,,,10255,0.54,20,0.36,,
41460,한국전자인증 ,8230,-220,-2.6,138,59.64,1877,4.38,61,0.74,,
41510,에스엠 ,74200,-100,-0.13,,,18412,4.03,0,0,,
41520,이라이콤 ,8020,-50,-0.62,680,11.79,17423,0.46,600,7.48,,
41590,젬백스지오 ,1025,0,0,,,1059,0.97,0,0,,
41650,상신브레이크 ,3975,-50,-1.24,,,7620,0.52,50,1.26,,
41830,인바디 ,24700,650,2.7,1335,18.5,10967,2.25,140,0.57,,
41910,에스텍파마 ,9540,-30,-0.31,938,10.17,9362,1.02,100,1.05,,
41920,메디아나 ,5140,-220,-4.1,710,7.24,4274,1.2,50,0.97,,
41930,동아화성 ,14450,350,2.48,170,85,6721,2.15,120,0.83,,
41960,코미팜 ,8150,-60,-0.73,,,1188,6.86,0,0,,
42000,카페24 ,25800,-550,-2.09,355,72.68,6482,3.98,0,0,,
42040,케이피엠테크 ,1170,-45,-3.7,,,928,1.26,0,0,,
42110,에스씨디 ,1770,0,0,78,22.69,2140,0.83,20,1.13,,
42370,비츠로테크 ,9480,-120,-1.25,825,11.49,7618,1.24,50,0.53,,
42420,네오위즈홀딩스 ,66200,700,1.07,6846,9.67,41295,1.6,0,0,,
42500,링네트 ,6730,-150,-2.18,598,11.25,4476,1.5,0,0,,
42510,라온시큐어 ,4495,-70,-1.53,,,836,5.38,0,0,,
42520,한스바이오메드 ,12000,0,0,,,5972,2.01,0,0,,
42600,새로닉스 ,30600,-1200,-3.77,,,6120,5,20,0.07,,
42660,대우조선해양 ,24900,500,2.05,583,42.71,36061,0.69,0,0,,
42670,현대두산인프라코어 ,7600,-190,-2.44,503,15.11,7842,0.97,0,0,,
42700,한미반도체 ,34600,-1100,-3.08,1004,34.46,4992,6.93,400,1.16,,
42940,상지카일룸 ,1165,-40,-3.32,,,1052,1.11,0,0,,
43090,한주케미칼앤홀딩스 ,1775,-60,-3.27,,,723,2.46,0,0,,
43100,솔고바이오 ,1065,5,0.47,29,36.72,594,1.79,0,0,,
43150,바텍 ,36600,600,1.67,,,14979,2.44,100,0.27,,
43200,파루 ,1040,-20,-1.89,,,732,1.42,0,0,,
43220,에이치엘비파워 ,1670,10,0.6,7,238.57,448,3.73,0,0,,
43260,성호전자 ,1560,-30,-1.89,287,5.44,1385,1.13,0,0,,
43340,에쎈테크 ,1005,-5,-0.5,,,379,2.65,0,0,,
43360,디지아이 ,3110,0,0,77,40.39,5143,0.6,0,0,,
43370,피에이치에이 ,10300,-150,-1.44,382,26.96,27896,0.37,180,1.75,,
43590,크로바하이텍 ,2485,0,0,,,571,4.35,0,0,,
43610,지니뮤직 ,5990,90,1.53,163,36.75,2788,2.15,0,0,,
43650,국순당 ,9080,-210,-2.26,1181,7.69,12355,0.73,160,1.76,,
43710,서울리거 ,1215,-5,-0.41,,,780,1.56,0,0,,
43910,자연과환경 ,1650,-45,-2.65,,,716,2.3,0,0,,
44060,조광ILI ,8780,-120,-1.35,,,5874,1.49,0,0,,
44180,KD ,1310,5,0.38,,,1602,0.82,0,0,,
44340,위닉스 ,20550,100,0.49,2596,7.92,10504,1.96,500,2.43,,
44380,주연테크 ,1320,-25,-1.86,,,689,1.92,0,0,,
44450,KSS해운 ,11650,0,0,584,19.95,11592,1.01,300,2.58,,
44480,블루베리 NFT ,3990,230,6.12,,,2288,1.74,0,0,,
44490,태웅 ,12500,0,0,,,23342,0.54,0,0,,
44780,에이치케이 ,2110,10,0.48,67,31.49,2696,0.78,0,0,,
44820,코스맥스비티아이 ,14000,50,0.36,,,30308,0.46,200,1.43,,
44960,이글벳 ,8230,210,2.62,200,41.15,2985,2.76,40,0.49,,
45060,오공 ,4170,-60,-1.42,458,9.1,5096,0.82,60,1.44,,
45100,한양이엔지 ,15900,-200,-1.24,2766,5.75,20421,0.78,500,3.14,,
45300,성우테크론 ,5170,-100,-1.9,414,12.49,5591,0.92,40,0.77,,
45340,토탈소프트 ,9210,10,0.11,260,35.42,1571,5.86,0,0,,
45390,대아티아이 ,5890,90,1.55,99,59.49,1437,4.1,20,0.34,,
45510,정원엔시스 ,2710,-185,-6.39,23,117.83,1239,2.19,0,0,,
45520,크린앤사이언스 ,21350,-150,-0.7,2182,9.78,8200,2.6,500,2.34,,
45660,에이텍 ,23550,-150,-0.63,1075,21.91,10076,2.34,200,0.85,,
45890,GV ,240,0,0,,,671,0.36,0,0,,
45970,코아시아 ,9520,-220,-2.26,,,4319,2.2,0,0,,
46070,코다코 ,1340,-40,-2.9,,,431,3.11,0,0,,
46110,한일네트웍스 ,7220,-40,-0.55,636,11.35,6408,1.13,240,3.32,,
46120,오르비텍 ,6200,-80,-1.27,,,1977,3.14,0,0,,
46140,SBS콘텐츠허브 ,7970,-70,-0.87,389,20.49,7102,1.12,0,0,,
46210,파나진 ,3765,5,0.13,153,24.61,780,4.83,0,0,,
46310,백금T&A ,4275,185,4.52,,,2266,1.89,0,0,,
46390,삼화네트웍스 ,3120,25,0.81,,,746,4.18,0,0,,
46440,KG모빌리언스 ,9220,80,0.88,628,14.68,6842,1.35,220,2.39,,
46890,서울반도체 ,15100,-200,-1.31,310,48.71,11728,1.29,157,1.04,,
46940,우원개발 ,5120,-110,-2.1,929,5.51,5591,0.92,0,0,,
46970,우리로 ,1910,0,0,,,806,2.37,0,0,,
47040,대우건설 ,5870,-80,-1.34,691,8.49,6435,0.91,0,0,,
47050,포스코인터내셔널 ,20750,700,3.49,1934,10.73,25598,0.81,700,3.37,,
47080,한빛소프트 ,5720,-10,-0.17,,,665,8.6,0,0,,
47310,파워로직스 ,7900,-50,-0.63,,,6083,1.3,0,0,,
47400,유니온머티리얼 ,3210,30,0.94,,,1980,1.62,20,0.62,,
47560,이스트소프트 ,16800,-300,-1.75,683,24.6,4061,4.14,0,0,,
47770,코데즈컴바인 ,2660,-5,-0.19,149,17.85,1206,2.21,0,0,,
47810,한국항공우주 ,30200,-500,-1.63,766,39.43,12264,2.46,200,0.66,,
47820,초록뱀미디어 ,3830,-50,-1.29,,,776,4.94,0,0,,
47920,에이치엘비제약 ,14500,250,1.75,,,2126,6.82,0,0,,
48260,오스템임플란트 ,118700,3600,3.13,7865,15.09,13417,8.85,630,0.53,,
48410,현대바이오 ,19950,50,0.25,,,1426,13.99,0,0,,
48430,유라테크 ,10900,250,2.35,387,28.17,9766,1.12,50,0.46,,
48470,대동스틸 ,5900,-140,-2.32,20,295,6268,0.94,30,0.51,,
48530,인트론바이오 ,23100,250,1.09,476,48.53,2576,8.97,0,0,,
48550,SM C&C ,4335,-80,-1.81,,,1092,3.97,0,0,,
48770,TPC ,3385,-15,-0.44,302,11.21,2342,1.45,35,1.03,,
48830,엔피케이 ,2005,-10,-0.5,,,2073,0.97,30,1.5,,
48870,시너지이노베이션 ,4450,-155,-3.37,,,1080,4.12,0,0,,
48910,대원미디어 ,25550,-300,-1.16,339,75.37,6696,3.82,0,0,,
49070,인탑스 ,23000,-450,-1.92,2369,9.71,27150,0.85,250,1.09,,
49080,기가레인 ,2180,-50,-2.24,,,698,3.12,0,0,,
49120,파인디앤씨 ,2160,-35,-1.59,,,1299,1.66,0,0,,
49180,셀루메드 ,6080,50,0.83,3,2026.67,814,7.47,0,0,,
49430,코메론 ,10900,-250,-2.24,1455,7.49,16453,0.66,200,1.83,,
49470,SGA ,1090,-30,-2.68,81,13.46,717,1.52,0,0,,
49480,오픈베이스 ,3830,-30,-0.78,79,48.48,2087,1.84,15,0.39,,
49520,유아이엘 ,2670,15,0.56,,,6906,0.39,0,0,,
49550,잉크테크 ,7610,90,1.2,,,2262,3.36,0,0,,
49630,재영솔루텍 ,1010,5,0.5,,,624,1.62,0,0,,
49720,고려신용정보 ,8700,-200,-2.25,740,11.76,2041,4.26,275,3.16,,
49770,동원F&B ,196500,3000,1.55,20194,9.73,193553,1.02,3500,1.78,,
49800,우진플라임 ,4350,30,0.69,389,11.18,3039,1.43,100,2.3,,
49830,승일 ,15700,500,3.29,136,115.44,23032,0.68,85,0.54,,
49950,미래컴퍼니 ,27400,-800,-2.84,,,11570,2.37,0,0,,
49960,쎌바이오텍 ,20400,200,0.99,450,45.33,10637,1.92,450,2.21,,
50090,휘닉스소재 ,873,-11,-1.24,,,354,2.47,0,0,,
50110,캠시스 ,1845,-15,-0.81,,,1296,1.42,0,0,,
50120,ES큐브 ,4610,-45,-0.97,,,5120,0.9,0,0,,
50320,아래스 ,990,0,0,6,165,128,7.73,0,0,,
50540,한국코퍼레이션 ,2820,0,0,,,830,3.4,0,0,,
50760,에스폴리텍 ,3705,10,0.27,499,7.42,3798,0.98,50,1.35,,
50860,아세아텍 ,2855,0,0,47,60.74,4384,0.65,50,1.75,,
50890,쏠리드 ,7290,-70,-0.95,,,2071,3.52,0,0,,
50960,수산아이앤티 ,15300,-250,-1.61,418,36.6,11630,1.32,125,0.82,,
51160,지어소프트 ,16900,-1150,-6.37,529,31.95,1322,12.78,0,0,,
51360,토비스 ,8230,-40,-0.48,,,11013,0.75,0,0,,
51370,인터플렉스 ,13000,-350,-2.62,,,7286,1.78,0,0,,
51380,피씨디렉트 ,15200,550,3.75,793,19.17,5401,2.81,150,0.99,,
51390,YW ,4130,40,0.98,374,11.04,6396,0.65,100,2.42,,
51490,나라엠앤디 ,9490,10,0.11,104,91.25,5621,1.69,50,0.53,,
51500,CJ프레시웨이 ,27150,-1650,-5.73,,,15839,1.71,0,0,,
